	0.05_0	0.07_0	0.1_0	0.02_0	1_0
PF14373	0.000	0.000	0.000	0.000	0.000
PF10688	0.000	0.000	0.000	0.000	0.000
PF06812	0.000	0.000	0.000	0.000	0.000
PF00478	0.000	0.000	0.000	0.000	0.000
PF07024	0.000	0.000	0.000	0.000	0.000
PF07826	0.000	0.000	0.000	0.000	0.000
PF00817	0.000	0.000	0.000	0.000	0.000
PF11799	0.000	0.000	0.000	0.000	0.000
PF11798	0.000	0.000	0.000	0.000	0.000
PF15018	0.000	0.000	0.000	0.000	0.000
PF04156	0.000	0.000	0.000	0.000	0.000
PF15142	0.000	0.000	0.000	0.000	0.000
PF03941	0.000	0.000	0.000	0.000	0.000
PF12178	0.000	0.000	0.000	0.000	0.000
PF02387	0.000	0.000	0.000	0.000	0.000
PF04227	0.000	0.000	0.000	0.000	0.000
PF12998	0.000	0.000	0.000	0.000	0.000
PF02974	0.000	0.000	0.000	0.000	0.000
PF11417	0.000	0.000	0.000	0.000	0.000
PF12559	0.000	0.000	0.000	0.000	0.000
PF10465	0.000	0.000	0.000	0.000	0.000
PF08246	0.000	0.000	0.000	0.000	0.000
PF10466	0.000	0.000	0.000	0.000	0.000
PF03995	0.000	0.000	0.000	0.000	0.000
PF09394	0.000	0.000	0.000	0.000	0.000
PF10467	0.000	0.000	0.000	0.000	0.000
PF11714	0.000	0.000	0.000	0.000	0.000
PF11405	0.000	0.000	0.000	0.000	0.000
PF10468	0.000	0.000	0.000	0.000	0.000
PF13734	0.000	0.000	0.000	0.000	0.000
PF12628	0.000	0.000	0.000	0.000	0.000
PF11720	0.000	0.000	0.000	0.000	0.000
PF05922	0.000	0.000	0.000	0.000	0.000
PF11555	0.000	0.000	0.000	0.000	0.000
PF04179	0.000	0.000	0.000	0.000	0.000
PF12782	0.000	0.000	0.000	0.000	0.000
PF00876	0.000	0.000	0.000	0.000	0.000
PF14612	0.000	0.000	0.000	0.000	0.000
PF08193	0.000	0.000	0.000	0.000	0.000
PF01658	0.000	0.000	0.000	0.000	0.000
PF00459	0.000	0.000	0.000	0.000	0.000
PF12634	0.000	0.000	0.000	0.000	0.000
PF05770	0.000	0.000	0.000	0.000	0.000
PF08709	0.000	0.000	0.000	0.000	0.000
PF07281	0.000	0.000	0.000	0.000	0.000
PF00049	0.000	0.000	0.000	0.000	0.000
PF06757	0.000	0.000	0.000	0.000	0.000
PF03488	0.000	0.000	0.000	0.000	0.000
PF06090	0.000	0.000	0.000	0.000	0.000
PF12835	0.000	0.000	0.000	0.000	0.000
PF14657	0.000	0.000	0.000	0.000	0.000
PF02920	0.000	0.000	0.000	0.000	0.000
PF02022	0.000	0.000	0.000	0.000	0.000
PF00357	0.000	0.000	0.000	0.000	0.000
PF08441	0.000	0.000	0.000	0.000	0.000
PF00362	0.000	0.000	0.000	0.000	0.000
PF08725	0.000	0.000	0.000	0.000	0.000
PF07965	0.000	0.000	0.000	0.000	0.000
PF14890	0.000	0.000	0.000	0.000	0.000
PF09294	0.000	0.000	0.000	0.000	0.000
PF00143	0.000	0.000	0.000	0.000	0.000
PF12354	0.000	0.000	0.000	0.000	0.000
PF09529	0.000	0.000	0.000	0.000	0.000
PF07979	0.000	0.000	0.000	0.000	0.000
PF01348	0.000	0.000	0.000	0.000	0.000
PF14750	0.000	0.000	0.000	0.000	0.000
PF14838	0.000	0.000	0.000	0.000	0.000
PF14837	0.000	0.000	0.000	0.000	0.000
PF15300	0.000	0.000	0.000	0.000	0.000
PF09134	0.000	0.000	0.000	0.000	0.000
PF03519	0.000	0.000	0.000	0.000	0.000
PF04741	0.000	0.000	0.000	0.000	0.000
PF00904	0.000	0.000	0.000	0.000	0.000
PF06994	0.000	0.000	0.000	0.000	0.000
PF10583	0.000	0.000	0.000	0.000	0.000
PF00552	0.000	0.000	0.000	0.000	0.000
PF00520	0.000	0.000	0.000	0.000	0.000
PF07885	0.000	0.000	0.000	0.000	0.000
PF08412	0.000	0.000	0.000	0.000	0.000
PF03278	0.000	0.000	0.000	0.000	0.000
PF09599	0.000	0.000	0.000	0.000	0.000
PF06511	0.000	0.000	0.000	0.000	0.000
PF05925	0.000	0.000	0.000	0.000	0.000
PF06415	0.000	0.000	0.000	0.000	0.000
PF12333	0.000	0.000	0.000	0.000	0.000
PF11634	0.000	0.000	0.000	0.000	0.000
PF03770	0.000	0.000	0.000	0.000	0.000
PF04979	0.000	0.000	0.000	0.000	0.000
PF01715	0.000	0.000	0.000	0.000	0.000
PF01745	0.000	0.000	0.000	0.000	0.000
PF02121	0.000	0.000	0.000	0.000	0.000
PF00612	0.000	0.000	0.000	0.000	0.000
PF15157	0.000	0.000	0.000	0.000	0.000
PF12185	0.000	0.000	0.000	0.000	0.000
PF00605	0.000	0.000	0.000	0.000	0.000
PF11261	0.000	0.000	0.000	0.000	0.000
PF10401	0.000	0.000	0.000	0.000	0.000
PF01007	0.000	0.000	0.000	0.000	0.000
PF08466	0.000	0.000	0.000	0.000	0.000
PF04120	0.000	0.000	0.000	0.000	0.000
PF04362	0.000	0.000	0.000	0.000	0.000
PF10634	0.000	0.000	0.000	0.000	0.000
PF02174	0.000	0.000	0.000	0.000	0.000
PF06215	0.000	0.000	0.000	0.000	0.000
PF11727	0.000	0.000	0.000	0.000	0.000
PF10281	0.000	0.000	0.000	0.000	0.000
PF02060	0.000	0.000	0.000	0.000	0.000
PF06437	0.000	0.000	0.000	0.000	0.000
PF00857	0.000	0.000	0.000	0.000	0.000
PF00180	0.000	0.000	0.000	0.000	0.000
PF04279	0.000	0.000	0.000	0.000	0.000
PF01128	0.000	0.000	0.000	0.000	0.000
PF03398	0.000	0.000	0.000	0.000	0.000
PF01695	0.000	0.000	0.000	0.000	0.000
PF08483	0.000	0.000	0.000	0.000	0.000
PF06246	0.000	0.000	0.000	0.000	0.000
PF02189	0.000	0.000	0.000	0.000	0.000
PF10538	0.000	0.000	0.000	0.000	0.000
PF06668	0.000	0.000	0.000	0.000	0.000
PF04183	0.000	0.000	0.000	0.000	0.000
PF01156	0.000	0.000	0.000	0.000	0.000
PF08816	0.000	0.000	0.000	0.000	0.000
PF15005	0.000	0.000	0.000	0.000	0.000
PF01608	0.000	0.000	0.000	0.000	0.000
PF01398	0.000	0.000	0.000	0.000	0.000
PF01419	0.000	0.000	0.000	0.000	0.000
PF14804	0.000	0.000	0.000	0.000	0.000
PF15351	0.000	0.000	0.000	0.000	0.000
PF06585	0.000	0.000	0.000	0.000	0.000
PF15038	0.000	0.000	0.000	0.000	0.000
PF14901	0.000	0.000	0.000	0.000	0.000
PF02373	0.000	0.000	0.000	0.000	0.000
PF02375	0.000	0.000	0.000	0.000	0.000
PF09744	0.000	0.000	0.000	0.000	0.000
PF02099	0.000	0.000	0.000	0.000	0.000
PF15392	0.000	0.000	0.000	0.000	0.000
PF15312	0.000	0.000	0.000	0.000	0.000
PF05439	0.000	0.000	0.000	0.000	0.000
PF03957	0.000	0.000	0.000	0.000	0.000
PF01486	0.000	0.000	0.000	0.000	0.000
PF09080	0.000	0.000	0.000	0.000	0.000
PF02960	0.000	0.000	0.000	0.000	0.000
PF15352	0.000	0.000	0.000	0.000	0.000
PF08065	0.000	0.000	0.000	0.000	0.000
PF02149	0.000	0.000	0.000	0.000	0.000
PF15354	0.000	0.000	0.000	0.000	0.000
PF07688	0.000	0.000	0.000	0.000	0.000
PF07689	0.000	0.000	0.000	0.000	0.000
PF06745	0.000	0.000	0.000	0.000	0.000
PF05804	0.000	0.000	0.000	0.000	0.000
PF08810	0.000	0.000	0.000	0.000	0.000
PF07693	0.000	0.000	0.000	0.000	0.000
PF15222	0.000	0.000	0.000	0.000	0.000
PF08580	0.000	0.000	0.000	0.000	0.000
PF10541	0.000	0.000	0.000	0.000	0.000
PF08214	0.000	0.000	0.000	0.000	0.000
PF13925	0.000	0.000	0.000	0.000	0.000
PF00050	0.000	0.000	0.000	0.000	0.000
PF07648	0.000	0.000	0.000	0.000	0.000
PF14089	0.000	0.000	0.000	0.000	0.000
PF12309	0.000	0.000	0.000	0.000	0.000
PF03522	0.000	0.000	0.000	0.000	0.000
PF09303	0.000	0.000	0.000	0.000	0.000
PF11956	0.000	0.000	0.000	0.000	0.000
PF03520	0.000	0.000	0.000	0.000	0.000
PF06178	0.000	0.000	0.000	0.000	0.000
PF03812	0.000	0.000	0.000	0.000	0.000
PF06293	0.000	0.000	0.000	0.000	0.000
PF11004	0.000	0.000	0.000	0.000	0.000
PF03814	0.000	0.000	0.000	0.000	0.000
PF02669	0.000	0.000	0.000	0.000	0.000
PF02702	0.000	0.000	0.000	0.000	0.000
PF04962	0.000	0.000	0.000	0.000	0.000
PF08552	0.000	0.000	0.000	0.000	0.000
PF01344	0.000	0.000	0.000	0.000	0.000
PF07646	0.000	0.000	0.000	0.000	0.000
PF13415	0.000	0.000	0.000	0.000	0.000
PF13418	0.000	0.000	0.000	0.000	0.000
PF13854	0.000	0.000	0.000	0.000	0.000
PF13964	0.000	0.000	0.000	0.000	0.000
PF02422	0.000	0.000	0.000	0.000	0.000
PF09775	0.000	0.000	0.000	0.000	0.000
PF01500	0.000	0.000	0.000	0.000	0.000
PF13885	0.000	0.000	0.000	0.000	0.000
PF04579	0.000	0.000	0.000	0.000	0.000
PF00109	0.000	0.000	0.000	0.000	0.000
PF13723	0.000	0.000	0.000	0.000	0.000
PF02801	0.000	0.000	0.000	0.000	0.000
PF11740	0.000	0.000	0.000	0.000	0.000
PF10685	0.000	0.000	0.000	0.000	0.000
PF08872	0.000	0.000	0.000	0.000	0.000
PF00013	0.000	0.000	0.000	0.000	0.000
PF07650	0.000	0.000	0.000	0.000	0.000
PF13014	0.000	0.000	0.000	0.000	0.000
PF13083	0.000	0.000	0.000	0.000	0.000
PF13184	0.000	0.000	0.000	0.000	0.000
PF14714	0.000	0.000	0.000	0.000	0.000
PF15369	0.000	0.000	0.000	0.000	0.000
PF13879	0.000	0.000	0.000	0.000	0.000
PF03882	0.000	0.000	0.000	0.000	0.000
PF02524	0.000	0.000	0.000	0.000	0.000
PF12423	0.000	0.000	0.000	0.000	0.000
PF04383	0.000	0.000	0.000	0.000	0.000
PF10357	0.000	0.000	0.000	0.000	0.000
PF14531	0.000	0.000	0.000	0.000	0.000
PF03618	0.000	0.000	0.000	0.000	0.000
PF00225	0.000	0.000	0.000	0.000	0.000
PF06548	0.000	0.000	0.000	0.000	0.000
PF12711	0.000	0.000	0.000	0.000	0.000
PF08568	0.000	0.000	0.000	0.000	0.000
PF12709	0.000	0.000	0.000	0.000	0.000
PF08260	0.000	0.000	0.000	0.000	0.000
PF15033	0.000	0.000	0.000	0.000	0.000
PF07765	0.000	0.000	0.000	0.000	0.000
PF15152	0.000	0.000	0.000	0.000	0.000
PF02172	0.000	0.000	0.000	0.000	0.000
PF15204	0.000	0.000	0.000	0.000	0.000
PF10205	0.000	0.000	0.000	0.000	0.000
PF03037	0.000	0.000	0.000	0.000	0.000
PF03790	0.000	0.000	0.000	0.000	0.000
PF03791	0.000	0.000	0.000	0.000	0.000
PF07827	0.000	0.000	0.000	0.000	0.000
PF12075	0.000	0.000	0.000	0.000	0.000
PF09762	0.000	0.000	0.000	0.000	0.000
PF08535	0.000	0.000	0.000	0.000	0.000
PF06613	0.000	0.000	0.000	0.000	0.000
PF00467	0.000	0.000	0.000	0.000	0.000
PF09044	0.000	0.000	0.000	0.000	0.000
PF08659	0.000	0.000	0.000	0.000	0.000
PF01352	0.000	0.000	0.000	0.000	0.000
PF14722	0.000	0.000	0.000	0.000	0.000
PF15287	0.000	0.000	0.000	0.000	0.000
PF05390	0.000	0.000	0.000	0.000	0.000
PF05178	0.000	0.000	0.000	0.000	0.000
PF12936	0.000	0.000	0.000	0.000	0.000
PF00051	0.000	0.000	0.000	0.000	0.000
PF11759	0.000	0.000	0.000	0.000	0.000
PF15034	0.000	0.000	0.000	0.000	0.000
PF15200	0.000	0.000	0.000	0.000	0.000
PF11049	0.000	0.000	0.000	0.000	0.000
PF07188	0.000	0.000	0.000	0.000	0.000
PF13543	0.000	0.000	0.000	0.000	0.000
PF08433	0.000	0.000	0.000	0.000	0.000
PF13619	0.000	0.000	0.000	0.000	0.000
PF02735	0.000	0.000	0.000	0.000	0.000
PF10520	0.000	0.000	0.000	0.000	0.000
PF00014	0.000	0.000	0.000	0.000	0.000
PF00197	0.000	0.000	0.000	0.000	0.000
PF03730	0.000	0.000	0.000	0.000	0.000
PF03731	0.000	0.000	0.000	0.000	0.000
PF08785	0.000	0.000	0.000	0.000	0.000
PF03521	0.000	0.000	0.000	0.000	0.000
PF10241	0.000	0.000	0.000	0.000	0.000
PF07941	0.000	0.000	0.000	0.000	0.000
PF13434	0.000	0.000	0.000	0.000	0.000
PF02705	0.000	0.000	0.000	0.000	0.000
PF05849	0.000	0.000	0.000	0.000	0.000
PF02442	0.000	0.000	0.000	0.000	0.000
PF02828	0.000	0.000	0.000	0.000	0.000
PF09058	0.000	0.000	0.000	0.000	0.000
PF09045	0.000	0.000	0.000	0.000	0.000
PF09060	0.000	0.000	0.000	0.000	0.000
PF09784	0.000	0.000	0.000	0.000	0.000
PF05047	0.000	0.000	0.000	0.000	0.000
PF05805	0.000	0.000	0.000	0.000	0.000
PF02448	0.000	0.000	0.000	0.000	0.000
PF05383	0.000	0.000	0.000	0.000	0.000
PF09220	0.000	0.000	0.000	0.000	0.000
PF07578	0.000	0.000	0.000	0.000	0.000
PF02502	0.000	0.000	0.000	0.000	0.000
PF00356	0.000	0.000	0.000	0.000	0.000
PF09330	0.000	0.000	0.000	0.000	0.000
PF00753	0.000	0.000	0.000	0.000	0.000
PF12706	0.000	0.000	0.000	0.000	0.000
PF13483	0.000	0.000	0.000	0.000	0.000
PF13691	0.000	0.000	0.000	0.000	0.000
PF14597	0.000	0.000	0.000	0.000	0.000
PF02652	0.000	0.000	0.000	0.000	0.000
PF04369	0.000	0.000	0.000	0.000	0.000
PF09683	0.000	0.000	0.000	0.000	0.000
PF10282	0.000	0.000	0.000	0.000	0.000
PF09508	0.000	0.000	0.000	0.000	0.000
PF01306	0.000	0.000	0.000	0.000	0.000
PF06543	0.000	0.000	0.000	0.000	0.000
PF09271	0.000	0.000	0.000	0.000	0.000
PF00961	0.000	0.000	0.000	0.000	0.000
PF03161	0.000	0.000	0.000	0.000	0.000
PF14528	0.000	0.000	0.000	0.000	0.000
PF14527	0.000	0.000	0.000	0.000	0.000
PF02264	0.000	0.000	0.000	0.000	0.000
PF06291	0.000	0.000	0.000	0.000	0.000
PF02061	0.000	0.000	0.000	0.000	0.000
PF06301	0.000	0.000	0.000	0.000	0.000
PF06805	0.000	0.000	0.000	0.000	0.000
PF03746	0.000	0.000	0.000	0.000	0.000
PF00052	0.000	0.000	0.000	0.000	0.000
PF00053	0.000	0.000	0.000	0.000	0.000
PF00054	0.000	0.000	0.000	0.000	0.000
PF02210	0.000	0.000	0.000	0.000	0.000
PF13385	0.000	0.000	0.000	0.000	0.000
PF06008	0.000	0.000	0.000	0.000	0.000
PF06009	0.000	0.000	0.000	0.000	0.000
PF00055	0.000	0.000	0.000	0.000	0.000
PF01299	0.000	0.000	0.000	0.000	0.000
PF06403	0.000	0.000	0.000	0.000	0.000
PF15454	0.000	0.000	0.000	0.000	0.000
PF12544	0.000	0.000	0.000	0.000	0.000
PF05147	0.000	0.000	0.000	0.000	0.000
PF14867	0.000	0.000	0.000	0.000	0.000
PF04738	0.000	0.000	0.000	0.000	0.000
PF04737	0.000	0.000	0.000	0.000	0.000
PF05609	0.000	0.000	0.000	0.000	0.000
PF11560	0.000	0.000	0.000	0.000	0.000
PF10169	0.000	0.000	0.000	0.000	0.000
PF14354	0.000	0.000	0.000	0.000	0.000
PF04031	0.000	0.000	0.000	0.000	0.000
PF15234	0.000	0.000	0.000	0.000	0.000
PF10279	0.000	0.000	0.000	0.000	0.000
PF06907	0.000	0.000	0.000	0.000	0.000
PF00500	0.000	0.000	0.000	0.000	0.000
PF00513	0.000	0.000	0.000	0.000	0.000
PF02354	0.000	0.000	0.000	0.000	0.000
PF15658	0.000	0.000	0.000	0.000	0.000
PF15317	0.000	0.000	0.000	0.000	0.000
PF01273	0.000	0.000	0.000	0.000	0.000
PF02886	0.000	0.000	0.000	0.000	0.000
PF09465	0.000	0.000	0.000	0.000	0.000
PF02450	0.000	0.000	0.000	0.000	0.000
PF03815	0.000	0.000	0.000	0.000	0.000
PF09798	0.000	0.000	0.000	0.000	0.000
PF14672	0.000	0.000	0.000	0.000	0.000
PF12197	0.000	0.000	0.000	0.000	0.000
PF04072	0.000	0.000	0.000	0.000	0.000
PF11632	0.000	0.000	0.000	0.000	0.000
PF07216	0.000	0.000	0.000	0.000	0.000
PF09621	0.000	0.000	0.000	0.000	0.000
PF04792	0.000	0.000	0.000	0.000	0.000
PF13002	0.000	0.000	0.000	0.000	0.000
PF02866	0.000	0.000	0.000	0.000	0.000
PF00056	0.000	0.000	0.000	0.000	0.000
PF02615	0.000	0.000	0.000	0.000	0.000
PF00057	0.000	0.000	0.000	0.000	0.000
PF00058	0.000	0.000	0.000	0.000	0.000
PF12617	0.000	0.000	0.000	0.000	0.000
PF13940	0.000	0.000	0.000	0.000	0.000
PF08252	0.000	0.000	0.000	0.000	0.000
PF08253	0.000	0.000	0.000	0.000	0.000
PF08254	0.000	0.000	0.000	0.000	0.000
PF08255	0.000	0.000	0.000	0.000	0.000
PF07359	0.000	0.000	0.000	0.000	0.000
PF03760	0.000	0.000	0.000	0.000	0.000
PF03168	0.000	0.000	0.000	0.000	0.000
PF03242	0.000	0.000	0.000	0.000	0.000
PF02987	0.000	0.000	0.000	0.000	0.000
PF00477	0.000	0.000	0.000	0.000	0.000
PF10714	0.000	0.000	0.000	0.000	0.000
PF15619	0.000	0.000	0.000	0.000	0.000
PF00059	0.000	0.000	0.000	0.000	0.000
PF03388	0.000	0.000	0.000	0.000	0.000
PF00139	0.000	0.000	0.000	0.000	0.000
PF03954	0.000	0.000	0.000	0.000	0.000
PF11467	0.000	0.000	0.000	0.000	0.000
PF05098	0.000	0.000	0.000	0.000	0.000
PF04941	0.000	0.000	0.000	0.000	0.000
PF05094	0.000	0.000	0.000	0.000	0.000
PF05150	0.000	0.000	0.000	0.000	0.000
PF07858	0.000	0.000	0.000	0.000	0.000
PF15042	0.000	0.000	0.000	0.000	0.000
PF03020	0.000	0.000	0.000	0.000	0.000
PF04011	0.000	0.000	0.000	0.000	0.000
PF08262	0.000	0.000	0.000	0.000	0.000
PF02998	0.000	0.000	0.000	0.000	0.000
PF05851	0.000	0.000	0.000	0.000	0.000
PF07401	0.000	0.000	0.000	0.000	0.000
PF04004	0.000	0.000	0.000	0.000	0.000
PF15221	0.000	0.000	0.000	0.000	0.000
PF06421	0.000	0.000	0.000	0.000	0.000
PF02024	0.000	0.000	0.000	0.000	0.000
PF06328	0.000	0.000	0.000	0.000	0.000
PF07766	0.000	0.000	0.000	0.000	0.000
PF08502	0.000	0.000	0.000	0.000	0.000
PF14795	0.000	0.000	0.000	0.000	0.000
PF09127	0.000	0.000	0.000	0.000	0.000
PF15197	0.000	0.000	0.000	0.000	0.000
PF07968	0.000	0.000	0.000	0.000	0.000
PF08054	0.000	0.000	0.000	0.000	0.000
PF03588	0.000	0.000	0.000	0.000	0.000
PF15294	0.000	0.000	0.000	0.000	0.000
PF01819	0.000	0.000	0.000	0.000	0.000
PF01726	0.000	0.000	0.000	0.000	0.000
PF11488	0.000	0.000	0.000	0.000	0.000
PF08310	0.000	0.000	0.000	0.000	0.000
PF08596	0.000	0.000	0.000	0.000	0.000
PF01790	0.000	0.000	0.000	0.000	0.000
PF00556	0.000	0.000	0.000	0.000	0.000
PF14411	0.000	0.000	0.000	0.000	0.000
PF04991	0.000	0.000	0.000	0.000	0.000
PF01291	0.000	0.000	0.000	0.000	0.000
PF07746	0.000	0.000	0.000	0.000	0.000
PF00549	0.000	0.000	0.000	0.000	0.000
PF02900	0.000	0.000	0.000	0.000	0.000
PF13298	0.000	0.000	0.000	0.000	0.000
PF02834	0.000	0.000	0.000	0.000	0.000
PF00060	0.000	0.000	0.000	0.000	0.000
PF10613	0.000	0.000	0.000	0.000	0.000
PF00412	0.000	0.000	0.000	0.000	0.000
PF15332	0.000	0.000	0.000	0.000	0.000
PF11608	0.000	0.000	0.000	0.000	0.000
PF01803	0.000	0.000	0.000	0.000	0.000
PF03353	0.000	0.000	0.000	0.000	0.000
PF09585	0.000	0.000	0.000	0.000	0.000
PF15306	0.000	0.000	0.000	0.000	0.000
PF14695	0.000	0.000	0.000	0.000	0.000
PF14694	0.000	0.000	0.000	0.000	0.000
PF00538	0.000	0.000	0.000	0.000	0.000
PF04454	0.000	0.000	0.000	0.000	0.000
PF03583	0.000	0.000	0.000	0.000	0.000
PF00151	0.000	0.000	0.000	0.000	0.000
PF03893	0.000	0.000	0.000	0.000	0.000
PF01674	0.000	0.000	0.000	0.000	0.000
PF01764	0.000	0.000	0.000	0.000	0.000
PF12262	0.000	0.000	0.000	0.000	0.000
PF03280	0.000	0.000	0.000	0.000	0.000
PF00657	0.000	0.000	0.000	0.000	0.000
PF13472	0.000	0.000	0.000	0.000	0.000
PF14606	0.000	0.000	0.000	0.000	0.000
PF12888	0.000	0.000	0.000	0.000	0.000
PF08557	0.000	0.000	0.000	0.000	0.000
PF04571	0.000	0.000	0.000	0.000	0.000
PF12103	0.000	0.000	0.000	0.000	0.000
PF00061	0.000	0.000	0.000	0.000	0.000
PF08212	0.000	0.000	0.000	0.000	0.000
PF12702	0.000	0.000	0.000	0.000	0.000
PF13648	0.000	0.000	0.000	0.000	0.000
PF13924	0.000	0.000	0.000	0.000	0.000
PF13944	0.000	0.000	0.000	0.000	0.000
PF14651	0.000	0.000	0.000	0.000	0.000
PF00820	0.000	0.000	0.000	0.000	0.000
PF03202	0.000	0.000	0.000	0.000	0.000
PF03260	0.000	0.000	0.000	0.000	0.000
PF03640	0.000	0.000	0.000	0.000	0.000
PF03923	0.000	0.000	0.000	0.000	0.000
PF04200	0.000	0.000	0.000	0.000	0.000
PF06804	0.000	0.000	0.000	0.000	0.000
PF13617	0.000	0.000	0.000	0.000	0.000
PF00921	0.000	0.000	0.000	0.000	0.000
PF13942	0.000	0.000	0.000	0.000	0.000
PF14041	0.000	0.000	0.000	0.000	0.000
PF00938	0.000	0.000	0.000	0.000	0.000
PF01298	0.000	0.000	0.000	0.000	0.000
PF01441	0.000	0.000	0.000	0.000	0.000
PF01540	0.000	0.000	0.000	0.000	0.000
PF02030	0.000	0.000	0.000	0.000	0.000
PF03180	0.000	0.000	0.000	0.000	0.219
PF07553	0.000	0.000	0.000	0.000	0.000
PF03305	0.000	0.000	0.000	0.000	0.000
PF08794	0.000	0.000	0.000	0.000	0.000
PF00305	0.000	0.000	0.000	0.000	0.000
PF03279	0.000	0.000	0.000	0.000	0.000
PF10437	0.000	0.000	0.000	0.000	0.000
PF07207	0.000	0.000	0.000	0.000	0.000
PF08513	0.000	0.000	0.000	0.000	0.000
PF14954	0.000	0.000	0.000	0.000	0.000
PF15478	0.000	0.000	0.000	0.000	0.000
PF06261	0.000	0.000	0.000	0.000	0.000
PF14945	0.000	0.000	0.000	0.000	0.000
PF08366	0.000	0.000	0.000	0.000	0.000
PF04791	0.000	0.000	0.000	0.000	0.000
PF06762	0.000	0.000	0.000	0.000	0.000
PF14421	0.000	0.000	0.000	0.000	0.000
PF04778	0.000	0.000	0.000	0.000	0.000
PF07988	0.000	0.000	0.000	0.000	0.000
PF01451	0.000	0.000	0.000	0.000	0.000
PF12211	0.000	0.000	0.000	0.000	0.000
PF15419	0.000	0.000	0.000	0.000	0.000
PF08235	0.000	0.000	0.000	0.000	0.000
PF10158	0.000	0.000	0.000	0.000	0.000
PF03548	0.000	0.000	0.000	0.000	0.000
PF03550	0.000	0.000	0.000	0.000	0.000
PF02190	0.000	0.000	0.000	0.000	0.000
PF13774	0.000	0.000	0.000	0.000	0.000
PF13337	0.000	0.000	0.000	0.000	0.000
PF05362	0.000	0.000	0.000	0.000	0.000
PF08139	0.000	0.000	0.000	0.000	0.000
PF13627	0.000	0.000	0.000	0.000	0.000
PF04728	0.000	0.000	0.000	0.000	0.000
PF10738	0.000	0.000	0.000	0.000	0.000
PF02169	0.000	0.000	0.000	0.000	0.000
PF04348	0.000	0.000	0.000	0.000	0.000
PF06835	0.000	0.000	0.000	0.000	0.000
PF04390	0.000	0.000	0.000	0.000	0.000
PF02684	0.000	0.000	0.000	0.000	0.000
PF03331	0.000	0.000	0.000	0.000	0.000
PF04613	0.000	0.000	0.000	0.000	0.000
PF02606	0.000	0.000	0.000	0.000	0.000
PF04970	0.000	0.000	0.000	0.000	0.000
PF03788	0.000	0.000	0.000	0.000	0.000
PF04172	0.000	0.000	0.000	0.000	0.000
PF15176	0.000	0.000	0.000	0.000	0.000
PF14914	0.000	0.000	0.000	0.000	0.000
PF01463	0.000	0.000	0.000	0.000	0.000
PF01462	0.000	0.000	0.000	0.000	0.000
PF08263	0.000	0.000	0.000	0.000	0.000
PF00560	0.000	0.000	0.000	0.000	0.000
PF07723	0.000	0.000	0.000	0.000	0.000
PF07725	0.000	0.000	0.000	0.000	0.000
PF12799	0.000	0.000	0.000	0.000	0.000
PF13306	0.000	0.000	0.000	0.000	0.000
PF13516	0.000	0.000	0.000	0.000	0.000
PF13504	0.000	0.000	0.000	0.000	0.000
PF13855	0.000	0.000	0.000	0.000	0.004
PF14580	0.000	0.000	0.000	0.000	0.000
PF08191	0.000	0.000	0.000	0.000	0.000
PF10422	0.000	0.000	0.000	0.000	0.000
PF01816	0.000	0.000	0.000	0.000	0.000
PF05484	0.000	0.000	0.000	0.000	0.000
PF01423	0.000	0.000	0.000	0.000	0.000
PF12701	0.000	0.000	0.000	0.000	0.000
PF06741	0.000	0.000	0.000	0.000	0.000
PF14894	0.000	0.000	0.000	0.000	0.000
PF05391	0.000	0.000	0.000	0.000	0.000
PF06049	0.000	0.000	0.000	0.000	0.000
PF05624	0.000	0.000	0.000	0.000	0.000
PF11774	0.000	0.000	0.000	0.000	0.000
PF14067	0.000	0.000	0.000	0.000	0.000
PF05083	0.000	0.000	0.000	0.000	0.000
PF06453	0.000	0.000	0.000	0.000	0.000
PF00932	0.000	0.000	0.000	0.000	0.000
PF14368	0.000	0.000	0.000	0.000	0.000
PF06772	0.000	0.000	0.000	0.000	0.000
PF04180	0.000	0.000	0.000	0.000	0.000
PF07813	0.000	0.000	0.000	0.000	0.000
PF03194	0.000	0.000	0.000	0.000	0.000
PF10284	0.000	0.000	0.000	0.000	0.000
PF10285	0.000	0.000	0.000	0.000	0.000
PF05295	0.000	0.000	0.000	0.000	0.000
PF12870	0.000	0.000	0.000	0.000	0.000
PF12893	0.000	0.000	0.000	0.000	0.000
PF00677	0.000	0.000	0.000	0.000	0.000
PF06814	0.000	0.000	0.000	0.000	0.000
PF14854	0.000	0.000	0.000	0.000	0.000
PF14625	0.000	0.000	0.000	0.000	0.000
PF00894	0.000	0.000	0.000	0.000	0.000
PF08467	0.000	0.000	0.000	0.000	0.000
PF04662	0.000	0.000	0.000	0.000	0.000
PF01659	0.000	0.000	0.000	0.000	0.000
PF05893	0.000	0.000	0.000	0.000	0.000
PF04443	0.000	0.000	0.000	0.000	0.000
PF09308	0.000	0.000	0.000	0.000	0.000
PF02664	0.000	0.000	0.000	0.000	0.000
PF08309	0.000	0.000	0.000	0.000	0.000
PF04740	0.000	0.000	0.000	0.000	0.000
PF06579	0.000	0.000	0.000	0.000	0.000
PF08391	0.000	0.000	0.000	0.000	0.000
PF00206	0.000	0.000	0.000	0.000	0.000
PF02278	0.000	0.000	0.000	0.000	0.000
PF02884	0.000	0.000	0.000	0.000	0.000
PF08124	0.000	0.000	0.000	0.000	0.000
