	0.05_0	0.07_0	0.1_0	0.02_0	1_0
PF06545	0.000	0.000	0.000	0.000	0.000
PF06547	0.000	0.000	0.000	0.000	0.000
PF06549	0.000	0.000	0.000	0.000	0.000
PF06550	0.000	0.000	0.000	0.000	0.000
PF06551	0.000	0.000	0.000	0.000	0.000
PF06557	0.000	0.000	0.000	0.000	0.000
PF06563	0.000	0.000	0.000	0.000	0.000
PF06565	0.000	0.000	0.000	0.000	0.000
PF06568	0.000	0.000	0.000	0.000	0.000
PF06569	0.000	0.000	0.000	0.000	0.000
PF06570	0.000	0.000	0.000	0.000	0.000
PF06572	0.000	0.000	0.000	0.000	0.000
PF06575	0.000	0.000	0.000	0.000	0.000
PF06576	0.000	0.000	0.000	0.000	0.000
PF06577	0.000	0.000	0.000	0.000	0.000
PF06582	0.000	0.000	0.000	0.000	0.000
PF06587	0.000	0.000	0.000	0.000	0.000
PF06592	0.000	0.000	0.000	0.000	0.000
PF06599	0.000	0.000	0.000	0.000	0.000
PF06600	0.000	0.000	0.000	0.000	0.000
PF06608	0.000	0.000	0.000	0.000	0.000
PF06610	0.000	0.000	0.000	0.000	0.000
PF06611	0.000	0.000	0.000	0.000	0.000
PF06612	0.000	0.000	0.000	0.000	0.000
PF06615	0.000	0.000	0.000	0.000	0.000
PF06618	0.000	0.000	0.000	0.000	0.000
PF06619	0.000	0.000	0.000	0.000	0.000
PF06620	0.000	0.000	0.000	0.000	0.000
PF06625	0.000	0.000	0.000	0.000	0.000
PF06626	0.000	0.000	0.000	0.000	0.000
PF06627	0.000	0.000	0.000	0.000	0.000
PF06631	0.000	0.000	0.000	0.000	0.000
PF06633	0.000	0.000	0.000	0.000	0.000
PF06634	0.000	0.000	0.000	0.000	0.000
PF06636	0.000	0.000	0.000	0.000	0.000
PF06643	0.000	0.000	0.000	0.000	0.000
PF01976	0.000	0.000	0.000	0.000	0.000
PF06648	0.000	0.000	0.000	0.000	0.000
PF06649	0.000	0.000	0.000	0.000	0.000
PF06650	0.000	0.000	0.000	0.000	0.000
PF06651	0.000	0.000	0.000	0.000	0.000
PF06658	0.000	0.000	0.000	0.000	0.000
PF06663	0.000	0.000	0.000	0.000	0.000
PF06666	0.000	0.000	0.000	0.000	0.000
PF06671	0.000	0.000	0.000	0.000	0.000
PF06672	0.000	0.000	0.000	0.000	0.000
PF06674	0.000	0.000	0.000	0.000	0.000
PF06675	0.000	0.000	0.000	0.000	0.000
PF06676	0.000	0.000	0.000	0.000	0.000
PF06678	0.000	0.000	0.000	0.000	0.000
PF06679	0.000	0.000	0.000	0.000	0.000
PF06680	0.000	0.000	0.000	0.000	0.000
PF06681	0.000	0.000	0.000	0.000	0.000
PF06682	0.000	0.000	0.000	0.000	0.000
PF06683	0.000	0.000	0.000	0.000	0.000
PF06685	0.000	0.000	0.000	0.000	0.000
PF06688	0.000	0.000	0.000	0.000	0.000
PF06690	0.000	0.000	0.000	0.000	0.000
PF06691	0.000	0.000	0.000	0.000	0.000
PF06693	0.000	0.000	0.000	0.000	0.000
PF06697	0.000	0.000	0.000	0.000	0.000
PF06698	0.000	0.000	0.000	0.000	0.000
PF06702	0.000	0.000	0.000	0.000	0.000
PF06707	0.000	0.000	0.000	0.000	0.000
PF06708	0.000	0.000	0.000	0.000	0.000
PF06709	0.000	0.000	0.000	0.000	0.000
PF06711	0.000	0.000	0.000	0.000	0.000
PF06712	0.000	0.000	0.000	0.000	0.000
PF06716	0.000	0.000	0.000	0.000	0.000
PF06717	0.000	0.000	0.000	0.000	0.000
PF06718	0.000	0.000	0.000	0.000	0.000
PF06721	0.000	0.000	0.000	0.000	0.000
PF06722	0.000	0.000	0.000	0.000	0.000
PF06724	0.000	0.000	0.000	0.000	0.000
PF06727	0.000	0.000	0.000	0.000	0.000
PF06736	0.000	0.000	0.000	0.000	0.000
PF06738	0.000	0.000	0.000	0.000	0.000
PF06740	0.000	0.000	0.000	0.000	0.000
PF06742	0.000	0.000	0.000	0.000	0.000
PF06744	0.000	0.000	0.000	0.000	0.000
PF06746	0.000	0.000	0.000	0.000	0.000
PF06748	0.000	0.000	0.000	0.000	0.000
PF06749	0.000	0.000	0.000	0.000	0.000
PF06755	0.000	0.000	0.000	0.000	0.000
PF06758	0.000	0.000	0.000	0.000	0.000
PF06760	0.000	0.000	0.000	0.000	0.000
PF06764	0.000	0.000	0.000	0.000	0.000
PF06777	0.000	0.000	0.000	0.000	0.000
PF06779	0.000	0.000	0.000	0.000	0.000
PF06797	0.000	0.000	0.000	0.000	0.000
PF01986	0.000	0.000	0.000	0.000	0.000
PF06799	0.000	0.000	0.000	0.000	0.000
PF06802	0.000	0.000	0.000	0.000	0.000
PF06803	0.000	0.000	0.000	0.000	0.000
PF06806	0.000	0.000	0.000	0.000	0.000
PF06822	0.000	0.000	0.000	0.000	0.000
PF06823	0.000	0.000	0.000	0.000	0.000
PF06824	0.000	0.000	0.000	0.000	0.000
PF06836	0.000	0.000	0.000	0.000	0.000
PF06840	0.000	0.000	0.000	0.000	0.000
PF06842	0.000	0.000	0.000	0.000	0.000
PF06844	0.000	0.000	0.000	0.000	0.000
PF06849	0.000	0.000	0.000	0.000	0.000
PF06851	0.000	0.000	0.000	0.000	0.000
PF06852	0.000	0.000	0.000	0.000	0.000
PF06853	0.000	0.000	0.000	0.000	0.000
PF06855	0.000	0.000	0.000	0.000	0.000
PF06856	0.000	0.000	0.000	0.000	0.000
PF06862	0.000	0.000	0.000	0.000	0.000
PF06863	0.000	0.000	0.000	0.000	0.000
PF06865	0.000	0.000	0.000	0.000	0.000
PF06866	0.000	0.000	0.000	0.000	0.000
PF06868	0.000	0.000	0.000	0.000	0.000
PF06869	0.000	0.000	0.000	0.000	0.000
PF01989	0.000	0.000	0.000	0.000	0.000
PF06880	0.000	0.000	0.000	0.000	0.000
PF06882	0.000	0.000	0.000	0.000	0.000
PF06884	0.000	0.000	0.000	0.000	0.000
PF06887	0.000	0.000	0.000	0.000	0.000
PF06889	0.000	0.000	0.000	0.000	0.000
PF06896	0.000	0.000	0.000	0.000	0.000
PF06897	0.000	0.000	0.000	0.000	0.000
PF06900	0.000	0.000	0.000	0.000	0.000
PF06906	0.000	0.000	0.000	0.000	0.000
PF06908	0.000	0.000	0.000	0.000	0.000
PF06912	0.000	0.000	0.000	0.000	0.000
PF06916	0.000	0.000	0.000	0.000	0.000
PF01995	0.000	0.000	0.000	0.000	0.000
PF06918	0.000	0.000	0.000	0.000	0.000
PF06924	0.000	0.000	0.000	0.000	0.000
PF06930	0.000	0.000	0.000	0.000	0.000
PF06932	0.000	0.000	0.000	0.000	0.000
PF06935	0.000	0.000	0.000	0.000	0.000
PF06938	0.000	0.000	0.000	0.000	0.000
PF06939	0.000	0.000	0.000	0.000	0.000
PF06940	0.000	0.000	0.000	0.000	0.000
PF06945	0.000	0.000	0.000	0.000	0.000
PF06947	0.000	0.000	0.000	0.000	0.000
PF06949	0.000	0.000	0.000	0.000	0.000
PF06950	0.000	0.000	0.000	0.000	0.000
PF06961	0.000	0.000	0.000	0.000	0.000
PF06966	0.000	0.000	0.000	0.000	0.000
PF06972	0.000	0.000	0.000	0.000	0.000
PF06973	0.000	0.000	0.000	0.000	0.000
PF06974	0.000	0.000	0.000	0.000	0.000
PF06975	0.000	0.000	0.000	0.000	0.000
PF06979	0.000	0.000	0.000	0.000	0.000
PF06980	0.000	0.000	0.000	0.000	0.000
PF06993	0.000	0.000	0.000	0.000	0.000
PF06996	0.000	0.000	0.000	0.000	0.000
PF06998	0.000	0.000	0.000	0.000	0.000
PF07000	0.000	0.000	0.000	0.000	0.000
PF01998	0.000	0.000	0.000	0.000	0.000
PF07006	0.000	0.000	0.000	0.000	0.000
PF07007	0.000	0.000	0.000	0.000	0.000
PF07009	0.000	0.000	0.000	0.000	0.000
PF07011	0.000	0.000	0.000	0.000	0.000
PF07013	0.000	0.000	0.000	0.000	0.000
PF07023	0.000	0.000	0.000	0.000	0.000
PF07026	0.000	0.000	0.000	0.000	0.000
PF07027	0.000	0.000	0.000	0.000	0.000
PF07028	0.000	0.000	0.000	0.000	0.000
PF07030	0.000	0.000	0.000	0.000	0.000
PF07032	0.000	0.000	0.000	0.000	0.000
PF07037	0.000	0.000	0.000	0.000	0.000
PF07038	0.000	0.000	0.000	0.000	0.000
PF07039	0.000	0.000	0.000	0.000	0.000
PF07040	0.000	0.000	0.000	0.000	0.000
PF07041	0.000	0.000	0.000	0.000	0.000
PF07043	0.000	0.000	0.000	0.000	0.000
PF07044	0.000	0.000	0.000	0.000	0.000
PF07045	0.000	0.000	0.000	0.000	0.000
PF07048	0.000	0.000	0.000	0.000	0.000
PF07056	0.000	0.000	0.000	0.000	0.000
PF07059	0.000	0.000	0.000	0.000	0.000
PF07063	0.000	0.000	0.000	0.000	0.000
PF02001	0.000	0.000	0.000	0.000	0.000
PF07067	0.000	0.000	0.000	0.000	0.000
PF07071	0.000	0.000	0.000	0.000	0.000
PF07072	0.000	0.000	0.000	0.000	0.000
PF07075	0.000	0.000	0.000	0.000	0.000
PF07076	0.000	0.000	0.000	0.000	0.000
PF07077	0.000	0.000	0.000	0.000	0.000
PF07079	0.000	0.000	0.000	0.000	0.000
PF07080	0.000	0.000	0.000	0.000	0.000
PF07081	0.000	0.000	0.000	0.000	0.000
PF07082	0.000	0.000	0.000	0.000	0.000
PF07083	0.000	0.000	0.000	0.000	0.000
PF07086	0.000	0.000	0.000	0.000	0.000
PF07087	0.000	0.000	0.000	0.000	0.000
PF07090	0.000	0.000	0.000	0.000	0.000
PF07092	0.000	0.000	0.000	0.000	0.000
PF07094	0.000	0.000	0.000	0.000	0.000
PF07096	0.000	0.000	0.000	0.000	0.000
PF07097	0.000	0.000	0.000	0.000	0.000
PF07098	0.000	0.000	0.000	0.000	0.000
PF07099	0.000	0.000	0.000	0.000	0.000
PF07101	0.000	0.000	0.000	0.000	0.000
PF07102	0.000	0.000	0.000	0.000	0.000
PF07103	0.000	0.000	0.000	0.000	0.000
PF07104	0.000	0.000	0.000	0.000	0.000
PF07105	0.000	0.000	0.000	0.000	0.000
PF07112	0.000	0.000	0.000	0.000	0.000
PF02006	0.000	0.000	0.000	0.000	0.000
PF07114	0.000	0.000	0.000	0.000	0.000
PF07115	0.000	0.000	0.000	0.000	0.000
PF07116	0.000	0.000	0.000	0.000	0.000
PF07117	0.000	0.000	0.000	0.000	0.000
PF07118	0.000	0.000	0.000	0.000	0.000
PF07119	0.000	0.000	0.000	0.000	0.000
PF07120	0.000	0.000	0.000	0.000	0.000
PF07125	0.000	0.000	0.000	0.000	0.000
PF07126	0.000	0.000	0.000	0.000	0.000
PF07128	0.000	0.000	0.000	0.000	0.000
PF07129	0.000	0.000	0.000	0.000	0.000
PF07131	0.000	0.000	0.000	0.000	0.000
PF07134	0.000	0.000	0.000	0.000	0.000
PF07136	0.000	0.000	0.000	0.000	0.000
PF07138	0.000	0.000	0.000	0.000	0.000
PF07139	0.000	0.000	0.000	0.000	0.000
PF07142	0.000	0.000	0.000	0.000	0.000
PF07146	0.000	0.000	0.000	0.000	0.000
PF07150	0.000	0.000	0.000	0.000	0.000
PF07151	0.000	0.000	0.000	0.000	0.000
PF07154	0.000	0.000	0.000	0.000	0.000
PF07159	0.000	0.000	0.000	0.000	0.000
PF07160	0.000	0.000	0.000	0.000	0.000
PF07161	0.000	0.000	0.000	0.000	0.000
PF07165	0.000	0.000	0.000	0.000	0.000
PF07166	0.000	0.000	0.000	0.000	0.000
PF07173	0.000	0.000	0.000	0.000	0.000
PF07176	0.000	0.000	0.000	0.000	0.000
PF07180	0.000	0.000	0.000	0.000	0.000
PF07182	0.000	0.000	0.000	0.000	0.000
PF07183	0.000	0.000	0.000	0.000	0.000
PF07185	0.000	0.000	0.000	0.000	0.000
PF07187	0.000	0.000	0.000	0.000	0.000
PF07190	0.000	0.000	0.000	0.000	0.000
PF07193	0.000	0.000	0.000	0.000	0.000
PF07197	0.000	0.000	0.000	0.000	0.000
PF07198	0.000	0.000	0.000	0.000	0.000
PF07199	0.000	0.000	0.000	0.000	0.000
PF07203	0.000	0.000	0.000	0.000	0.000
PF07205	0.000	0.000	0.000	0.000	0.000
PF07208	0.000	0.000	0.000	0.000	0.000
PF07209	0.000	0.000	0.000	0.000	0.000
PF07210	0.000	0.000	0.000	0.000	0.000
PF07214	0.000	0.000	0.000	0.000	0.000
PF07215	0.000	0.000	0.000	0.000	0.000
PF07220	0.000	0.000	0.000	0.000	0.000
PF07223	0.000	0.000	0.000	0.000	0.000
PF07226	0.000	0.000	0.000	0.000	0.000
PF07227	0.000	0.000	0.000	0.000	0.000
PF07232	0.000	0.000	0.000	0.000	0.000
PF07233	0.000	0.000	0.000	0.000	0.000
PF07234	0.000	0.000	0.000	0.000	0.000
PF07235	0.000	0.000	0.000	0.000	0.000
PF07237	0.000	0.000	0.000	0.000	0.000
PF07242	0.000	0.000	0.000	0.000	0.000
PF07248	0.000	0.000	0.000	0.000	0.000
PF07252	0.000	0.000	0.000	0.000	0.000
PF07254	0.000	0.000	0.000	0.000	0.000
PF07256	0.000	0.000	0.000	0.000	0.000
PF07262	0.000	0.000	0.000	0.000	0.000
PF07270	0.000	0.000	0.000	0.000	0.000
PF07273	0.000	0.000	0.000	0.000	0.000
PF07274	0.000	0.000	0.000	0.000	0.000
PF07278	0.000	0.000	0.000	0.000	0.000
PF07279	0.000	0.000	0.000	0.000	0.000
PF07280	0.000	0.000	0.000	0.000	0.000
PF07285	0.000	0.000	0.000	0.000	0.000
PF07286	0.000	0.000	0.000	0.000	0.000
PF07287	0.000	0.000	0.000	0.000	0.000
PF07288	0.000	0.000	0.000	0.000	0.000
PF07289	0.000	0.000	0.000	0.000	0.000
PF07290	0.000	0.000	0.000	0.000	0.000
PF07293	0.000	0.000	0.000	0.000	0.000
PF07295	0.000	0.000	0.000	0.000	0.000
PF07301	0.000	0.000	0.000	0.000	0.000
PF07305	0.000	0.000	0.000	0.000	0.000
PF07306	0.000	0.000	0.000	0.000	0.000
PF07308	0.000	0.000	0.000	0.000	0.000
PF07312	0.000	0.000	0.000	0.000	0.000
PF07313	0.000	0.000	0.000	0.000	0.000
PF07314	0.000	0.000	0.000	0.000	0.000
PF07315	0.000	0.000	0.000	0.000	0.000
PF07316	0.000	0.000	0.000	0.000	0.000
PF07318	0.000	0.000	0.000	0.000	0.000
PF07323	0.000	0.000	0.000	0.000	0.000
PF07326	0.000	0.000	0.000	0.000	0.000
PF07330	0.000	0.000	0.000	0.000	0.000
PF07332	0.000	0.000	0.000	0.000	0.000
PF07336	0.000	0.000	0.000	0.000	0.000
PF07338	0.000	0.000	0.000	0.000	0.000
PF07339	0.000	0.000	0.000	0.000	0.000
PF07341	0.000	0.000	0.000	0.000	0.000
PF07342	0.000	0.000	0.000	0.000	0.000
PF07343	0.000	0.000	0.000	0.000	0.000
PF07345	0.000	0.000	0.000	0.000	0.000
PF07346	0.000	0.000	0.000	0.000	0.000
PF07349	0.000	0.000	0.000	0.000	0.000
PF07350	0.000	0.000	0.000	0.000	0.000
PF02520	0.000	0.000	0.000	0.000	0.000
PF07351	0.000	0.000	0.000	0.000	0.000
PF07356	0.000	0.000	0.000	0.000	0.000
PF07358	0.000	0.000	0.000	0.000	0.000
PF07363	0.000	0.000	0.000	0.000	0.000
PF07364	0.000	0.000	0.000	0.000	0.000
PF07368	0.000	0.000	0.000	0.000	0.000
PF07369	0.000	0.000	0.000	0.000	0.000
PF07370	0.000	0.000	0.000	0.000	0.000
PF07371	0.000	0.000	0.000	0.000	0.000
PF07372	0.000	0.000	0.000	0.000	0.000
PF07374	0.000	0.000	0.000	0.000	0.000
PF07377	0.000	0.000	0.000	0.000	0.000
PF07379	0.000	0.000	0.000	0.000	0.000
PF07381	0.000	0.000	0.000	0.000	0.000
PF07383	0.000	0.000	0.000	0.000	0.000
PF07384	0.000	0.000	0.000	0.000	0.000
PF07385	0.000	0.000	0.000	0.000	0.000
PF07386	0.000	0.000	0.000	0.000	0.000
PF02576	0.000	0.000	0.000	0.000	0.000
PF07389	0.000	0.000	0.000	0.000	0.000
PF07394	0.000	0.000	0.000	0.000	0.000
PF07397	0.000	0.000	0.000	0.000	0.000
PF07399	0.000	0.000	0.000	0.000	0.000
PF07403	0.000	0.000	0.000	0.000	0.000
PF07405	0.000	0.000	0.000	0.000	0.000
PF07408	0.000	0.000	0.000	0.000	0.000
PF07411	0.000	0.000	0.000	0.000	0.000
PF07420	0.000	0.000	0.000	0.000	0.000
PF07423	0.000	0.000	0.000	0.000	0.000
PF07431	0.000	0.000	0.000	0.000	0.000
PF07433	0.000	0.000	0.000	0.000	0.000
PF07438	0.000	0.000	0.000	0.000	0.000
PF07439	0.000	0.000	0.000	0.000	0.000
PF07457	0.000	0.000	0.000	0.000	0.000
PF07466	0.000	0.000	0.000	0.000	0.000
PF07469	0.000	0.000	0.000	0.000	0.000
PF07481	0.000	0.000	0.000	0.000	0.000
PF07482	0.000	0.000	0.000	0.000	0.000
PF07509	0.000	0.000	0.000	0.000	0.000
PF07510	0.000	0.000	0.000	0.000	0.000
PF07511	0.000	0.000	0.000	0.000	0.000
PF07515	0.000	0.000	0.000	0.000	0.000
PF07485	0.000	0.000	0.000	0.000	0.000
PF07550	0.000	0.000	0.000	0.000	0.000
PF07551	0.000	0.000	0.000	0.000	0.000
PF07005	0.000	0.000	0.000	0.000	0.000
PF07556	0.000	0.000	0.000	0.000	0.000
PF07560	0.000	0.000	0.000	0.000	0.000
PF07561	0.000	0.000	0.000	0.000	0.000
PF07563	0.000	0.000	0.000	0.000	0.000
PF07564	0.000	0.000	0.000	0.000	0.000
PF07566	0.000	0.000	0.000	0.000	0.000
PF07571	0.000	0.000	0.000	0.000	0.000
PF07577	0.000	0.000	0.000	0.000	0.000
PF07579	0.000	0.000	0.000	0.000	0.000
PF02582	0.000	0.000	0.000	0.000	0.000
PF07585	0.000	0.000	0.000	0.000	0.000
PF07588	0.000	0.000	0.000	0.000	0.000
PF07590	0.000	0.000	0.000	0.000	0.000
PF07597	0.000	0.000	0.000	0.000	0.000
PF07598	0.000	0.000	0.000	0.000	0.000
PF07599	0.000	0.000	0.000	0.000	0.000
PF07600	0.000	0.000	0.000	0.000	0.000
PF07602	0.000	0.000	0.000	0.000	0.000
PF07603	0.000	0.000	0.000	0.000	0.000
PF07606	0.000	0.000	0.000	0.000	0.000
PF07607	0.000	0.000	0.000	0.000	0.000
PF07608	0.000	0.000	0.000	0.000	0.000
PF07609	0.000	0.000	0.000	0.000	0.000
PF07610	0.000	0.000	0.000	0.000	0.000
PF07611	0.000	0.000	0.000	0.000	0.000
PF07613	0.000	0.000	0.000	0.000	0.000
PF07614	0.000	0.000	0.000	0.000	0.000
PF07617	0.000	0.000	0.000	0.000	0.000
PF07618	0.000	0.000	0.000	0.000	0.000
PF07619	0.000	0.000	0.000	0.000	0.000
PF07621	0.000	0.000	0.000	0.000	0.000
PF07622	0.000	0.000	0.000	0.000	0.000
PF07625	0.000	0.000	0.000	0.000	0.000
PF07628	0.000	0.000	0.000	0.000	0.000
PF02586	0.000	0.000	0.000	0.000	0.000
PF07629	0.000	0.000	0.000	0.000	0.000
PF07632	0.000	0.000	0.000	0.000	0.000
PF07642	0.000	0.000	0.000	0.000	0.000
PF07643	0.000	0.000	0.000	0.000	0.000
PF07659	0.000	0.000	0.000	0.000	0.000
PF01519	0.000	0.000	0.000	0.000	0.000
PF07667	0.000	0.000	0.000	0.000	0.000
PF07671	0.000	0.000	0.000	0.000	0.000
PF07673	0.000	0.000	0.000	0.000	0.000
PF07713	0.000	0.000	0.000	0.000	0.000
PF07753	0.000	0.000	0.000	0.000	0.000
PF02588	0.000	0.000	0.000	0.000	0.000
PF07754	0.000	0.000	0.000	0.000	0.000
PF07755	0.000	0.000	0.000	0.000	0.000
PF07756	0.000	0.000	0.000	0.000	0.000
PF07758	0.000	0.000	0.000	0.000	0.000
PF07759	0.000	0.000	0.000	0.000	0.000
PF07760	0.000	0.000	0.000	0.000	0.000
PF07761	0.000	0.000	0.000	0.000	0.000
PF07762	0.000	0.000	0.000	0.000	0.000
PF07773	0.000	0.000	0.000	0.000	0.000
PF02589	0.000	0.000	0.000	0.000	0.000
PF07774	0.000	0.000	0.000	0.000	0.000
PF07784	0.000	0.000	0.000	0.000	0.000
PF07785	0.000	0.000	0.000	0.000	0.000
PF07786	0.000	0.000	0.000	0.000	0.000
PF07787	0.000	0.000	0.000	0.000	0.000
PF07788	0.000	0.000	0.000	0.000	0.000
PF07789	0.000	0.000	0.000	0.000	0.000
PF07790	0.000	0.000	0.000	0.000	0.000
PF07791	0.000	0.000	0.000	0.000	0.000
PF07793	0.000	0.000	0.000	0.000	0.000
PF07857	0.000	0.000	0.000	0.000	0.000
PF07794	0.000	0.000	0.000	0.000	0.000
PF07843	0.000	0.000	0.000	0.000	0.000
PF07795	0.000	0.000	0.000	0.000	0.000
PF07845	0.000	0.000	0.000	0.000	0.000
PF07847	0.000	0.000	0.000	0.000	0.000
PF07796	0.000	0.000	0.000	0.000	0.000
PF07797	0.000	0.000	0.000	0.000	0.000
PF02591	0.000	0.000	0.000	0.000	0.000
PF07798	0.000	0.000	0.000	0.000	0.000
PF07849	0.000	0.000	0.000	0.000	0.000
PF07852	0.000	0.000	0.000	0.000	0.000
PF07799	0.000	0.000	0.000	0.000	0.000
PF07800	0.000	0.000	0.000	0.000	0.000
PF07816	0.000	0.000	0.000	0.000	0.000
PF07854	0.000	0.000	0.000	0.000	0.000
PF07801	0.000	0.000	0.000	0.000	0.000
PF07853	0.000	0.000	0.000	0.000	0.000
PF07855	0.000	0.000	0.000	0.000	0.000
PF02592	0.000	0.000	0.000	0.000	-0.176
PF07864	0.000	0.000	0.000	0.000	0.000
PF07865	0.000	0.000	0.000	0.000	0.000
PF07866	0.000	0.000	0.000	0.000	0.000
PF07867	0.000	0.000	0.000	0.000	0.000
PF07868	0.000	0.000	0.000	0.000	0.000
PF07869	0.000	0.000	0.000	0.000	0.000
PF07870	0.000	0.000	0.000	0.000	0.000
PF07871	0.000	0.000	0.000	0.000	0.000
PF07872	0.000	0.000	0.000	0.000	0.000
PF07874	0.000	0.000	0.000	0.000	0.000
PF07877	0.000	0.000	0.000	0.000	0.000
PF07878	0.000	0.000	0.000	0.000	0.000
PF07909	0.000	0.000	0.000	0.000	0.000
PF07889	0.000	0.000	0.000	0.000	0.000
PF07891	0.000	0.000	0.000	0.000	0.000
PF07892	0.000	0.000	0.000	0.000	0.000
PF07893	0.000	0.000	0.000	0.000	0.000
PF07894	0.000	0.000	0.000	0.000	0.000
PF02594	0.000	0.000	0.000	0.000	0.000
PF07900	0.000	0.000	0.000	0.000	0.000
PF07901	0.000	0.000	0.000	0.000	0.000
PF07895	0.000	0.000	0.000	0.000	0.000
PF07896	0.000	0.000	0.000	0.000	0.000
PF07897	0.000	0.000	0.000	0.000	0.000
PF07898	0.000	0.000	0.000	0.000	0.000
PF07911	0.000	0.000	0.000	0.000	0.000
PF07913	0.000	0.000	0.000	0.000	0.000
PF07914	0.000	0.000	0.000	0.000	0.000
PF07944	0.000	0.000	0.000	0.000	0.000
PF07933	0.000	0.000	0.000	0.000	0.000
PF07946	0.000	0.000	0.000	0.000	0.000
PF07920	0.000	0.000	0.000	0.000	0.000
PF07939	0.000	0.000	0.000	0.000	0.000
PF07937	0.000	0.000	0.000	0.000	0.000
PF07955	0.000	0.000	0.000	0.000	0.000
PF07958	0.000	0.000	0.000	0.000	0.000
PF07954	0.000	0.000	0.000	0.000	0.000
PF02596	0.000	0.000	0.000	0.000	0.000
PF07956	0.000	0.000	0.000	0.000	0.000
PF07950	0.000	0.000	0.000	0.000	0.000
PF07984	0.000	0.000	0.000	0.000	0.000
PF07997	0.000	0.000	0.000	0.000	0.000
PF08002	0.000	0.000	0.000	0.000	0.000
PF08004	0.000	0.000	0.000	0.000	0.000
PF08006	0.000	0.000	0.000	0.000	0.000
PF08012	0.000	0.000	0.000	0.000	0.000
PF08011	0.000	0.000	0.000	0.000	0.000
PF08014	0.000	0.000	0.000	0.000	0.000
PF08019	0.000	0.000	0.000	0.000	0.000
PF08020	0.000	0.000	0.000	0.000	0.000
PF08044	0.000	0.000	0.000	0.000	0.000
PF08101	0.000	0.000	0.000	0.000	0.000
PF08217	0.000	0.000	0.000	0.000	0.000
PF08213	0.000	0.000	0.000	0.000	0.000
PF05414	0.000	0.000	0.000	0.000	0.000
PF08224	0.000	0.000	0.000	0.000	0.000
PF08226	0.000	0.000	0.000	0.000	0.000
PF08349	0.000	0.000	0.000	0.000	0.000
PF08350	0.000	0.000	0.000	0.000	0.000
PF08333	0.000	0.000	0.000	0.000	0.000
PF08351	0.000	0.000	0.000	0.000	0.000
PF08353	0.000	0.000	0.000	0.000	0.000
PF08354	0.000	0.000	0.000	0.000	0.000
PF08331	0.000	0.000	0.000	0.000	0.000
PF08338	0.000	0.000	0.000	0.000	0.000
PF08340	0.000	0.000	0.000	0.000	0.000
PF08522	0.000	0.000	0.000	0.000	0.000
PF08409	0.000	0.000	0.000	0.000	0.000
PF08410	0.000	0.000	0.000	0.000	0.000
PF08401	0.000	0.000	0.000	0.000	0.000
PF08427	0.000	0.000	0.000	0.000	0.000
PF08489	0.000	0.000	0.000	0.000	0.000
PF08490	0.000	0.000	0.000	0.000	0.000
PF08508	0.000	0.000	0.000	0.000	0.000
PF08520	0.000	0.000	0.000	0.000	0.000
PF08538	0.000	0.000	0.000	0.000	0.000
PF08551	0.000	0.000	0.000	0.000	0.000
PF08550	0.000	0.000	0.000	0.000	0.000
PF08555	0.000	0.000	0.000	0.000	0.000
PF08560	0.000	0.000	0.000	0.000	0.000
PF05585	0.000	0.000	0.000	0.000	0.000
PF03564	0.000	0.000	0.000	0.000	0.000
PF08570	0.000	0.000	0.000	0.000	0.000
PF08574	0.000	0.000	0.000	0.000	0.000
PF08576	0.000	0.000	0.000	0.000	0.000
PF08578	0.000	0.000	0.000	0.000	0.000
PF08585	0.000	0.000	0.000	0.000	0.000
PF08719	0.000	0.000	0.000	0.000	0.000
PF08588	0.000	0.000	0.000	0.000	0.000
PF02620	0.000	0.000	0.000	0.000	0.000
PF08589	0.000	0.000	0.000	0.000	0.000
PF08590	0.000	0.000	0.000	0.000	0.000
PF08592	0.000	0.000	0.000	0.000	0.000
PF08611	0.000	0.000	0.000	0.000	0.000
PF07987	0.000	0.000	0.000	0.000	0.000
PF08643	0.000	0.000	0.000	0.000	0.000
PF08648	0.000	0.000	0.000	0.000	0.000
PF08681	0.000	0.000	0.000	0.000	0.000
PF08680	0.000	0.000	0.000	0.000	0.000
PF08682	0.000	0.000	0.000	0.000	0.000
PF08699	0.000	0.000	0.000	0.000	0.000
PF08735	0.000	0.000	0.000	0.000	0.000
PF08747	0.000	0.000	0.000	0.000	0.000
PF08748	0.000	0.000	0.000	0.000	0.000
PF02622	0.000	0.000	0.000	0.000	0.000
PF08759	0.000	0.000	0.000	0.000	0.000
PF08760	0.000	0.000	0.000	0.000	0.000
PF08768	0.000	0.000	0.000	0.000	0.000
PF08786	0.000	0.000	0.000	0.000	0.000
PF08795	0.000	0.000	0.000	0.000	0.000
PF08796	0.000	0.000	0.000	0.000	0.000
PF08807	0.000	0.000	0.000	0.000	0.000
PF08809	0.000	0.000	0.000	0.000	0.000
PF08811	0.000	0.000	0.000	0.000	0.000
PF08818	0.000	0.000	0.000	0.000	0.000
PF08819	0.000	0.000	0.000	0.000	0.000
PF08820	0.000	0.000	0.000	0.000	0.000
PF08822	0.000	0.000	0.000	0.000	0.000
PF08827	0.000	0.000	0.000	0.000	0.000
PF08830	0.000	0.000	0.000	0.000	0.000
PF08837	0.000	0.000	0.000	0.000	0.000
PF08838	0.000	0.000	0.000	0.000	0.000
